movie_title,release_date,imdb_rating,genre,budget,revenue,country,release_year,profit,rating_category
The Hanging Sun,2022-09-12,5.4,"Thriller, Mystery, Crime",130200000.0,228388645.6,IT,2022,98188645.6,Low
The Jungle Book,2016-04-07,6.9,"Family, Adventure, Drama, Fantasy",175000000.0,953535821.0,AU,2016,778535821.0,Medium
The Jungle Book,2016-04-07,6.9,"Family, Adventure, Drama, Fantasy",27000000.0,44342956.0,AU,2016,17342956.0,Medium
Final Destination 5,2011-09-01,6.1,"Horror, Mystery",40000000.0,155011165.0,AU,2011,115011165.0,Medium
AINBO: Spirit of the Amazon,2021-09-16,7.1,"Adventure, Animation, Family, Fantasy",25352400.0,10237061.0,AU,2021,-15115339.0,Medium
Friends with Benefits,2011-08-18,6.7,"Romance, Comedy",35000000.0,146595891.0,AU,2011,111595891.0,Medium
The Darker the Lake,2022-03-01,5.5,"Crime, Thriller, Mystery",162000000.0,334222846.2,US,2022,172222846.2,Low
Sweet Girl,2021-08-20,6.7,"Action, Thriller, Drama",103000000.0,687638145.4,AU,2021,584638145.4,Medium
Willy Wonka & the Chocolate Factory,1971-12-09,7.5,"Family, Fantasy, Comedy",3000000.0,4065791.0,AU,1971,1065791.0,Medium
We Can Be Heroes,2020-12-25,6.1,"Action, Fantasy, Family, Comedy",90400000.0,571534256.6,AU,2020,481134256.6,Medium
Lecciones para canallas,2022-09-01,4.4,"Comedy, Crime",84100000.0,611466768.2,MX,2022,527366768.20000005,Low
The Road to El Dorado,2000-09-07,7.2,"Family, Adventure, Animation, Comedy, Fantasy",95000000.0,65700000.0,AU,2000,-29300000.0,Medium
Naruto Shippuden the Movie: The Will of Fire,2009-08-01,7.2,"Action, Adventure, Comedy, Drama, Fantasy, Animation",26080000.0,8084148.0,JP,2009,-17995852.0,Medium
Sky High,2005-09-08,6.2,"Adventure, Comedy, Family",35000000.0,83109359.0,AU,2005,48109359.0,Medium
Valley of the Dead,2022-03-11,6.2,"Comedy, Horror, War",67800000.0,499760707.6,ES,2022,431960707.6,Medium
Home Sweet Home Alone,2021-11-12,5.0,"Comedy, Crime, Family",142600000.0,433791666.0,AU,2021,291191666.0,Low
See for Me,2021-09-19,6.1,Thriller,62000000.0,379472585.0,CA,2021,317472585.0,Medium
Stuart Little,2000-04-06,6.0,"Family, Fantasy, Comedy, Adventure",105000000.0,298815224.0,AU,2000,193815224.0,Low
The Age of Adaline,2015-04-16,7.5,"Romance, Fantasy, Drama",30000000.0,68984536.0,AU,2015,38984536.0,Medium
Mr. Harrigan's Phone,2022-10-05,6.5,"Drama, Thriller, Horror",120600000.0,367621071.8,US,2022,247021071.8,Medium
The Kissing Booth,2018-05-11,7.2,"Romance, Comedy",91200000.0,226316080.4,AU,2018,135116080.4,Medium
Need for Speed,2014-03-13,6.4,"Action, Crime, Drama, Thriller",66000000.0,194169619.0,AU,2014,128169619.0,Medium
Evangelion: 3.0+1.0 Thrice Upon a Time,2022-10-13,8.3,"Animation, Action, Science Fiction, Drama",961023.8,92300000.0,AU,2022,91338976.2,High
Survive,2022-10-01,6.6,"Thriller, Drama, Adventure",187500000.0,467877181.4,AU,2022,280377181.4,Medium
The Fifth Element,1997-05-15,7.5,"Adventure, Fantasy, Action, Thriller, Science Fiction",95000000.0,263892820.0,AU,1997,168892820.0,Medium
Bones and All,2022-11-24,7.3,"Drama, Horror, Romance",18000000.0,14134907.0,AU,2022,-3865093.0,Medium
Indiana Jones and the Kingdom of the Crystal Skull,2008-05-22,6.0,"Adventure, Action",185000000.0,786635413.0,AU,2008,601635413.0,Low
American Pie Presents: Girls' Rules,2020-10-06,6.3,Comedy,110000000.0,271669045.6,US,2020,161669045.60000002,Medium
In from the Side,2022-09-16,6.8,"Drama, Romance",68800000.0,226866064.6,GB,2022,158066064.6,Medium
Malignant,2021-09-09,6.9,"Horror, Mystery, Thriller",40000000.0,33974421.0,AU,2021,-6025579.0,Medium
The Ultimate Gift,2007-03-09,7.6,"Romance, Drama, Family",9000000.0,3438735.0,US,2007,-5561265.0,High
Retirement Home,2022-07-07,6.2,Comedy,161400000.0,287419513.4,AU,2022,126019513.39999998,Medium
Hotel Transylvania 2,2015-11-26,6.8,"Animation, Comedy, Family, Fantasy",80000000.0,469747882.0,AU,2015,389747882.0,Medium
Caligula,1981-07-16,6.0,"Drama, History, Romance",17500000.0,23438120.0,AU,1981,5938120.0,Low
Desperate Riders,2022-02-25,6.1,"Western, Action",88600000.0,899820065.0,US,2022,811220065.0,Medium
Blade Runner,1982-12-16,7.9,"Science Fiction, Drama, Thriller",28000000.0,39538663.0,AU,1982,11538663.0,High
Honor Society,2022-07-29,7.9,Comedy,20000000.0,325823994.8,AU,2022,305823994.8,High
Fear Street: 1994,2021-07-02,6.7,"Mystery, Horror",96700000.0,456481350.0,AU,2021,359781350.0,Medium
Final Destination,2000-04-13,6.6,Horror,23000000.0,112036870.0,AU,2000,89036870.0,Medium
Aftersun,2023-02-23,7.7,Drama,26473270.6,4785157.0,AU,2023,-21688113.6,High
Daughter of Darkness 2,1994-01-01,5.0,"Drama, Horror, Comedy",131200000.0,269916224.0,HK,1994,138716224.0,Low
Selena,1997-03-21,7.7,"Drama, Music, History",20000000.0,35782828.0,US,1997,15782828.0,High
Ferdinand,2018-01-23,7.2,"Animation, Family, Adventure, Comedy",111000000.0,288510892.0,AU,2018,177510892.0,Medium
The Revenant,2016-01-07,7.5,"Western, Drama, Adventure",135000000.0,532938302.0,AU,2016,397938302.0,Medium
Shaolin Soccer,2004-07-29,7.1,"Action, Comedy",10000000.0,42776032.0,AU,2004,32776032.0,Medium
New Gods: Nezha Reborn,2021-02-18,8.1,"Animation, Action, Fantasy",135600000.0,291339353.2,AU,2021,155739353.2,High
Perfume: The Story of a Murderer,2007-02-01,7.3,"Crime, Fantasy, Drama",63700000.0,133603463.0,AU,2007,69903463.0,Medium
Sing a Bit of Harmony,2022-01-27,7.7,"Animation, Drama, Science Fiction",97400000.0,631871032.6,AU,2022,534471032.6,High
Mulan II,2004-11-13,6.5,"Animation, Comedy, Family, Action",86140000.0,577554056.4,US,2004,491414056.4,Medium
Mother/Android,2022-01-07,5.9,"Science Fiction, Thriller",140400000.0,616193305.6,AU,2022,475793305.6,Low
Ex Machina,2015-05-07,7.6,"Drama, Science Fiction",13000000.0,38298841.0,AU,2015,25298841.0,High
(500) Days of Summer,2009-09-17,7.3,"Comedy, Drama, Romance",7500000.0,34515303.0,AU,2009,27015303.0,Medium
Green Lantern,2011-08-11,5.2,"Adventure, Action, Thriller, Science Fiction",200000000.0,219535492.0,AU,2011,19535492.0,Low
Digimon Adventure: Last Evolution Kizuna,2020-02-21,8.1,"Animation, Action, Adventure, Fantasy",23844556.2,24200000.0,JP,2020,355443.80000000075,High
Major Grom: Plague Doctor,2021-04-01,6.7,"Action, Adventure",5000000.0,4493306.0,RU,2021,-506694.0,Medium
Ocean's Eight,2018-06-07,7.0,"Crime, Comedy, Action",70000000.0,297718711.0,AU,2018,227718711.0,Medium
I Can Only Imagine,2018-02-14,7.5,"Music, Drama",7000000.0,85783567.0,AU,2018,78783567.0,Medium
Legend,2015-10-15,7.0,"Crime, Thriller",25000000.0,23506237.0,AU,2015,-1493763.0,Medium
Legend,2015-10-15,7.0,"Crime, Thriller",25000000.0,42425450.0,AU,2015,17425450.0,Medium
The Purge,2013-08-23,6.3,"Science Fiction, Horror, Thriller",3000000.0,91266581.0,AU,2013,88266581.0,Medium
Gifted Hands: The Ben Carson Story,2009-02-07,7.8,Drama,101400000.0,569937260.2,US,2009,468537260.20000005,High
Bride of Chucky,1998-10-16,6.0,"Comedy, Horror",25000000.0,50692188.0,US,1998,25692188.0,Low
The Torture Club,2014-07-19,4.8,"Drama, Comedy",104000000.0,904907413.0,JP,2014,800907413.0,Low
The Vault,2021-07-06,6.9,Action,15000000.0,8804000.0,AU,2021,-6196000.0,Medium
Men in Black,1997-09-11,7.2,"Action, Adventure, Comedy, Science Fiction",90000000.0,587790539.0,AU,1997,497790539.0,Medium
The Texas Chainsaw Massacre,2003-11-20,6.2,Horror,9000000.0,107967319.0,AU,2003,98967319.0,Medium
The Texas Chainsaw Massacre,2003-11-20,6.2,Horror,140000.0,26572439.0,AU,2003,26432439.0,Medium
My Teacher Ate My Friend,2023-03-29,6.8,"Adventure, Horror, Comedy, Family",118500000.0,475938933.6,MX,2023,357438933.6,Medium
Sword Art Online the Movie -Progressive- Scherzo of Deep Night,2023-02-02,6.6,"Animation, Action, Fantasy, Science Fiction",170400000.0,579374543.2,AU,2023,408974543.20000005,Medium
Armageddon,1998-07-03,6.8,"Action, Thriller, Science Fiction, Adventure",140000000.0,554600000.0,AU,1998,414600000.0,Medium
The Cokeville Miracle,2015-06-05,6.7,"Mystery, Drama, History, Family, Thriller",156000000.0,562387704.0,US,2015,406387704.0,Medium
Warrior,2011-11-27,7.8,"Drama, Action",25000000.0,24215385.0,AU,2011,-784615.0,High
Guardians of the Galaxy,2014-08-07,7.9,"Action, Science Fiction, Adventure",170000000.0,770882395.0,AU,2014,600882395.0,High
Sister-in-law's Taste,2020-06-10,4.0,"Drama, Romance",101800000.0,567601271.2,KR,2020,465801271.20000005,Low
The Mummy: Tomb of the Dragon Emperor,2008-09-11,5.5,"Adventure, Action, Fantasy",175000000.0,405760225.0,AU,2008,230760225.0,Low
Lawrence of Arabia,1963-01-10,8.0,"Adventure, Drama, History, War",15000000.0,69995047.0,AU,1963,54995047.0,High
Riddick,2013-09-12,6.3,"Science Fiction, Action, Thriller",38000000.0,94763758.0,AU,2013,56763758.0,Medium
The Magnificent Seven,2016-09-29,6.4,"Adventure, Action, Western",90000000.0,162122642.0,AU,2016,72122642.0,Medium
Barbie: Princess Adventure,2020-09-01,7.1,"Animation, Music",69800000.0,466272700.8,US,2020,396472700.8,Medium
THE FIRST SLAM DUNK,2022-12-03,8.6,"Animation, Comedy, Drama",9237023.8,80004751.0,JP,2022,70767727.2,High
Jennifer's Body,2010-03-31,5.9,"Horror, Comedy",16000000.0,31943401.0,AU,2010,15943401.0,Low
Tears of the Sun,2003-08-14,6.8,"War, Action, Drama",75000000.0,85632458.0,AU,2003,10632458.0,Medium
Redeeming Love,2022-01-21,8.0,"Romance, Drama, History",5845753.2,9100000.0,US,2022,3254246.8,High
Jolt,2021-07-23,6.7,"Action, Thriller",60001500.0,238524.0,AU,2021,-59762976.0,Medium
Pocahontas,1995-08-24,6.9,"Adventure, Animation, Family, Romance",55000000.0,347100000.0,AU,1995,292100000.0,Medium
Hachi: A Dog's Tale,2010-01-04,8.0,"Drama, Family",16000000.0,46749646.0,AU,2010,30749646.0,High
Redemption Day,2021-03-01,6.2,Action,66890000.0,448572309.6,AU,2021,381682309.6,Medium
Meander,2021-05-26,6.1,"Horror, Science Fiction, Drama, Thriller",2886392.4,700000.0,FR,2021,-2186392.4,Medium
Fate/kaleid liner Prisma☆Illya: Licht Nameless Girl,2021-08-27,4.2,"Action, Animation, Fantasy",130500000.0,181183628.4,JP,2021,50683628.400000006,Low
End of the Road,2022-09-09,6.2,Crime,72600000.0,298454437.0,US,2022,225854437.0,Medium
Despicable Me 3,2017-06-15,6.4,"Action, Animation, Comedy, Family, Adventure",75000000.0,1032809657.0,AU,2017,957809657.0,Medium
Prince of Persia: The Sands of Time,2010-05-27,6.3,"Adventure, Fantasy, Action",200000000.0,336365676.0,AU,2010,136365676.0,Medium
The Human Centipede 2 (Full Sequence),2011-10-07,4.8,"Drama, Horror, Crime",148800000.0,904907413.0,US,2011,756107413.0,Low
9,2009-09-03,6.9,"Action, Adventure, Animation, Science Fiction, Thriller",30000000.0,48559999.0,AU,2009,18559999.0,Medium
Injustice,2021-12-08,7.5,"Animation, Science Fiction, Fantasy, Action",111000000.0,621482816.2,AU,2021,510482816.20000005,Medium
Arrival,2016-11-10,7.6,"Drama, Science Fiction, Mystery",47000000.0,202754970.0,AU,2016,155754970.0,High
Titanic II,2010-08-07,4.9,"Action, Adventure, Thriller",96200000.0,747112636.6,AU,2010,650912636.6,Low
Treasure Planet,2002-12-26,7.5,"Adventure, Animation, Family, Fantasy, Science Fiction",100000000.0,91800000.0,AU,2002,-8200000.0,Medium
Now You See Me,2013-08-08,7.3,"Thriller, Crime",75000000.0,342769200.0,AU,2013,267769200.0,Medium
The Thing,1982-08-20,8.0,"Horror, Mystery, Science Fiction",38000000.0,27573078.0,AU,1982,-10426922.0,High
Predator 2,1991-01-10,6.2,"Science Fiction, Action, Thriller",35000000.0,54768418.0,AU,1991,19768418.0,Medium
The Secret Life of Pets 2,2019-06-20,7.0,"Adventure, Animation, Comedy, Family",80000000.0,446109716.0,AU,2019,366109716.0,Medium
The Cat in the Hat,2004-03-31,5.3,"Comedy, Adventure, Family, Fantasy",109000000.0,133800000.0,AU,2004,24800000.0,Low
Spiral: From the Book of Saw,2021-05-13,6.1,"Horror, Crime, Mystery",20000000.0,40618920.0,AU,2021,20618920.0,Medium
Bohemian Rhapsody,2018-11-01,8.0,"Music, Drama, History",55000000.0,882205260.0,AU,2018,827205260.0,High
The Gentlemen,2020-01-01,7.7,"Comedy, Crime, Action",22000000.0,113152222.0,AU,2020,91152222.0,High
Thir13en Ghosts,2001-12-13,6.2,"Horror, Thriller",42000000.0,68467960.0,AU,2001,26467960.0,Medium
The Wandering Earth II,2023-01-22,7.7,"Science Fiction, Action, Drama",73801827.0,19572268.6,CN,2023,-54229558.4,High
The Testament of Sister New Devil: Departures,2018-01-27,6.5,"Animation, Action, Romance, Fantasy",163740000.0,388667790.4,JP,2018,224927790.39999998,Medium
The Three Musketeers: D'Artagnan,2023-04-05,7.4,"History, Adventure",27500000.0,55349206.4,FR,2023,27849206.4,Medium
Dakota,2022-04-01,5.8,"Family, Adventure",74700000.0,150948734.4,US,2022,76248734.4,Low
Eternal Sunshine of the Spotless Mind,2004-06-30,8.1,"Science Fiction, Drama, Romance",20000000.0,72401378.0,AU,2004,52401378.0,High
Princess Mononoke,2001-01-10,8.3,"Adventure, Fantasy, Animation",26500000.0,159414369.0,AU,2001,132914369.0,High
Zombieland,2009-12-03,7.3,"Comedy, Horror",23600000.0,102236596.0,AU,2009,78636596.0,Medium
Willy's Wonderland,2021-04-08,6.1,"Action, Horror, Comedy",5000000.0,431020.0,AU,2021,-4568980.0,Medium
The Hills Have Eyes,2006-04-20,6.4,"Horror, Thriller",17000000.0,70355813.0,AU,2006,53355813.0,Medium
Indiana Jones and the Last Crusade,1989-06-08,7.8,"Adventure, Action",48000000.0,474171806.0,AU,1989,426171806.0,High
The Flu,2013-08-14,7.5,"Action, Science Fiction",2492000.0,19775853.0,KR,2013,17283853.0,Medium
Resident Evil: Damnation,2012-10-27,6.9,"Animation, Horror, Action",7600000.0,2325035.0,AU,2012,-5274965.0,Medium
Friday,1995-10-04,7.1,Comedy,3500000.0,27936778.0,AU,1995,24436778.0,Medium
Woodlawn,2015-10-16,7.0,Drama,13000000.0,14403891.0,AU,2015,1403891.0,Medium
Black Crab,2022-03-18,6.3,"Action, Thriller",95200000.0,405026088.6,US,2022,309826088.6,Medium
The Mortal Instruments: City of Bones,2013-08-22,6.4,"Fantasy, Action, Mystery",60000000.0,75965567.0,AU,2013,15965567.0,Medium
Public Enemies,2009-07-30,6.7,"Action, Crime",102500000.0,212282709.0,AU,2009,109782709.0,Medium
He's All That,2021-08-27,6.6,"Comedy, Romance",63800000.0,408505847.8,AU,2021,344705847.8,Medium
Finding Dory,2016-06-16,7.0,"Adventure, Animation, Comedy, Family",200000000.0,1025006125.0,AU,2016,825006125.0,Medium
Jumper,2008-02-14,6.1,"Action, Adventure, Science Fiction",82500000.0,222640812.0,AU,2008,140140812.0,Medium
Wrath of the Titans,2012-03-29,5.7,"Fantasy, Adventure",150000000.0,305270083.0,AU,2012,155270083.0,Low
"Argentina, 1985",2022-09-29,8.0,"Drama, History",5377753.2,871621.0,AR,2022,-4506132.2,High
TÁR,2023-01-26,7.2,"Drama, Music",35000000.0,5250783.0,AU,2023,-29749217.0,Medium
Schindler's List,1994-02-10,8.6,"Drama, History, War",22000000.0,321365567.0,AU,1994,299365567.0,High
Beyond the Universe,2022-10-27,8.0,"Romance, Drama",138660000.0,844730975.6,BR,2022,706070975.6,High
Celebrity Sex Tape,2012-02-02,4.5,Comedy,74600000.0,408033203.6,US,2012,333433203.6,Low
Rocky II,1979-11-01,7.2,Drama,7000000.0,85182160.0,AU,1979,78182160.0,Medium
Dragon Fury,2021-09-05,5.9,"Horror, Fantasy, Mystery",135100000.0,440565953.0,GB,2021,305465953.0,Low
Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,2021-10-01,7.9,"Animation, Comedy, Mystery, Family, Fantasy",121100000.0,790693144.8,AU,2021,669593144.8,High
Spirit Halloween: The Movie,2022-09-30,6.7,"Fantasy, Family, Horror, Adventure",90200000.0,93434.0,US,2022,-90106566.0,Medium
Chicken Run,2000-12-07,6.7,"Animation, Comedy, Family",42000000.0,227793915.0,AU,2000,185793915.0,Medium
Good Mother 3,2019-08-26,3.5,Romance,47270000.0,329856760.8,KR,2019,282586760.8,Low
Season of the Witch,2011-01-07,5.4,"Adventure, Fantasy, Action",40000000.0,91126600.0,US,2011,51126600.0,Low
Ghostbusters,2016-07-14,5.4,"Action, Fantasy, Comedy",144000000.0,229008658.0,AU,2016,85008658.0,Low
Ghostbusters,2016-07-14,5.4,"Action, Fantasy, Comedy",30000000.0,295585416.0,AU,2016,265585416.0,Low
Coffee Wars,2022-12-01,2.0,Comedy,12001040.0,38139010.0,ES,2022,26137970.0,Low
Independence Day,1996-08-29,6.9,"Action, Adventure, Science Fiction",75000000.0,817400878.0,AU,1996,742400878.0,Medium
The Butterfly Effect,2004-03-11,7.5,"Science Fiction, Thriller",13000000.0,95638592.0,AU,2004,82638592.0,Medium
The Prestige,2006-11-16,8.2,"Drama, Mystery, Science Fiction",40000000.0,104407366.0,AU,2006,64407366.0,High
Staring at Strangers,2022-11-04,5.9,"Drama, Thriller",85600000.0,231390603.2,ES,2022,145790603.2,Low
Batman Begins,2005-06-16,7.7,"Action, Crime, Drama",150000000.0,358858124.0,AU,2005,208858124.0,High
Fantasia,1941-08-15,7.4,"Animation, Family",2280000.0,83320832.0,AU,1941,81040832.0,Medium
Pokémon the Movie: Volcanion and the Mechanical Marvel,2016-07-16,6.7,"Family, Adventure, Animation, Fantasy, Science Fiction",121400000.0,839693069.4,JP,2016,718293069.4,Medium
The Addams Family,1991-12-26,7.0,"Comedy, Fantasy",30000000.0,191502243.0,AU,1991,161502243.0,Medium
The Addams Family,1991-12-26,7.0,"Comedy, Fantasy",24000000.0,200588546.0,AU,1991,176588546.0,Medium
Insurgent,2015-03-19,6.4,"Action, Adventure, Science Fiction, Thriller",110000000.0,295238201.0,AU,2015,185238201.0,Medium
13 Hours: The Secret Soldiers of Benghazi,2016-01-28,7.3,"War, Action, History, Drama",50000000.0,69411370.0,AU,2016,19411370.0,Medium
90 Minutes in Heaven,2015-09-11,6.1,Drama,5000000.0,4816142.0,US,2015,-183858.0,Medium
Gasoline Alley,2022-02-25,5.5,"Action, Thriller, Crime, Mystery",176400000.0,247906129.4,US,2022,71506129.4,Low
White House Down,2013-06-27,6.4,"Action, Drama, Thriller",150000000.0,205440387.0,AU,2013,55440387.0,Medium
The Greatest Beer Run Ever,2022-09-30,7.7,"Drama, Comedy, War, History",2800000.0,22418783.2,AU,2022,19618783.2,High
Nothing to Lose - Part 2,2019-08-15,5.0,Drama,151600000.0,665194474.0,BR,2019,513594474.0,Low
Chicken Little,2006-01-01,5.9,"Animation, Family, Comedy",150000000.0,310043823.0,AU,2006,160043823.0,Low
Scars,2005-09-16,7.2,Drama,81200000.0,472749495.2,MX,2005,391549495.2,Medium
Spartacus,1960-10-13,7.6,"History, War, Drama, Adventure",12000000.0,60000000.0,US,1960,48000000.0,High
Sex Exchange,2018-06-29,1.0,"Drama, Romance",201940000.0,38157314.0,KR,2018,-163782686.0,Low
Greenland,2021-04-02,7.1,"Action, Thriller, Drama",34000000.0,40629075.0,AU,2021,6629075.0,Medium
Sweet Sex and Love,2003-06-27,4.4,"Romance, Drama",116874600.0,438915670.8,KR,2003,322041070.8,Low
Wildflower,2016-02-05,5.2,"Thriller, Drama",81400000.0,393750045.8,US,2016,312350045.8,Low
We Bare Bears: The Movie,2020-06-30,7.8,"Animation, Adventure, Family, Comedy, TV Movie",188860000.0,365241983.2,US,2020,176381983.2,High
Bull Shark,2022-02-05,5.7,"Horror, Thriller",85200000.0,419234293.4,US,2022,334034293.4,Low
Rurouni Kenshin: The Final,2021-04-23,7.8,"Action, Adventure, Drama",26011149.2,33457923.0,JP,2021,7446773.800000001,High
G.I. Joe: Retaliation,2013-03-28,5.6,"Science Fiction, Adventure, Action, Thriller",140000000.0,375740705.0,AU,2013,235740705.0,Low
Pearl Harbor,2001-06-07,6.9,"Action, War, History, Romance, Drama",151500000.0,449239853.0,AU,2001,297739853.0,Medium
The Pianist,2002-12-11,8.4,"Drama, War",35000000.0,111854182.0,AU,2002,76854182.0,High
A Dog's Journey,2019-08-15,8.0,"Family, Adventure, Drama",20610000.0,2520000.0,AU,2019,-18090000.0,High
Unhuman,2022-06-03,5.5,"Horror, Comedy",90000000.0,617654094.6,US,2022,527654094.6,Low
The Invisible Guest,2018-01-23,8.1,"Drama, Mystery, Thriller",4000000.0,30000000.0,AU,2018,26000000.0,High
Piranha 3D,2010-08-20,5.4,"Comedy, Horror",24000000.0,83660160.0,US,2010,59660160.0,Low
Watchmen,2009-03-05,7.3,"Action, Mystery, Science Fiction",138000000.0,186976250.0,AU,2009,48976250.0,Medium
Nada Que Ver,2023-03-02,3.0,"Romance, Comedy",15541000.0,38139010.0,MX,2023,22598010.0,Low
Nightcrawler,2014-11-27,7.7,"Crime, Drama, Thriller",8500000.0,50334418.0,AU,2014,41834418.0,High
Jaws,1975-11-26,7.7,"Horror, Thriller, Adventure",12000000.0,482947378.0,AU,1975,470947378.0,High
Never Back Down: No Surrender,2016-06-07,7.0,"Drama, Action",129000000.0,591454740.2,US,2016,462454740.20000005,Medium
Looop Lapeta,2022-02-04,6.2,"Action, Comedy, Crime",69000000.0,133297857.2,IN,2022,64297857.2,Medium
Desire,2011-09-14,6.0,"Drama, Romance",1344000.0,21185963.6,FR,2011,19841963.6,Low
The Last Mercenary,2021-07-30,6.6,"Action, Comedy",101900000.0,528819861.2,AU,2021,426919861.2,Medium
Jiu Jitsu,2020-11-20,4.9,"Action, Science Fiction, Fantasy",23000000.0,99924.0,US,2020,-22900076.0,Low
Fate/Grand Order the Movie: Divine Realm of the Round Table: Camelot Wandering; Agateram,2021-04-08,7.2,"Animation, Action, Adventure, History, Drama, Fantasy",2000000.0,3607899.0,AU,2021,1607899.0,Medium
Divergent,2014-04-10,6.9,"Action, Adventure, Science Fiction",85000000.0,276014965.0,AU,2014,191014965.0,Medium
Final Destination 2,2003-03-06,6.2,"Horror, Mystery",26000000.0,90396664.0,AU,2003,64396664.0,Medium
Ong Bak 2,2008-12-05,6.4,"Adventure, Action, Thriller",8500000.0,8936663.0,AU,2008,436663.0,Medium
Barbie of Swan Lake,2003-09-30,7.0,"Animation, Family",165000000.0,509012026.8,AU,2003,344012026.8,Medium
Nacho Libre,2006-09-14,6.3,"Comedy, Family",32000000.0,99296462.0,AU,2006,67296462.0,Medium
Bring It On: Cheer Or Die,2022-09-27,6.3,"Thriller, Horror, Comedy, TV Movie",99600000.0,524381547.6,US,2022,424781547.6,Medium
Jack Reacher: Never Go Back,2016-10-20,5.9,"Action, Thriller",60000000.0,159946489.0,AU,2016,99946489.0,Low
Jojo Rabbit,2019-12-26,8.1,"Comedy, War, Drama",14000000.0,86878073.0,AU,2019,72878073.0,High
Moonbound,2021-06-24,6.4,"Animation, Adventure, Comedy",2000000.0,6666618.0,AU,2021,4666618.0,Medium
My Father's Mexican Wedding,2023-02-17,6.6,"Comedy, Romance",63800000.0,408505847.8,ES,2023,344705847.8,Medium
Courageous,2011-11-10,7.5,Drama,2000000.0,35680886.0,AU,2011,33680886.0,Medium
Taxi Driver,1976-08-05,8.2,"Crime, Drama",1900000.0,28447834.0,AU,1976,26547834.0,High
The 5th Wave,2016-01-14,5.9,"Science Fiction, Adventure, Action",38000000.0,111336398.0,AU,2016,73336398.0,Low
The Lorax,2012-03-29,6.5,"Animation, Family",70000000.0,348840316.0,AU,2012,278840316.0,Medium
Solitary,2020-08-31,5.4,Science Fiction,145800000.0,560043196.2,US,2020,414243196.20000005,Low
The Amazing Maurice,2023-01-12,7.0,"Animation, Adventure, Comedy, Family, Fantasy",17000000.0,3901839.0,AU,2023,-13098161.0,Medium
Upside-Down Magic,2020-11-11,7.2,"Fantasy, Family, TV Movie",90200000.0,569108960.0,AU,2020,478908960.0,Medium
Deep Water,1981-12-16,6.1,"Drama, Thriller",98400000.0,251792115.2,FR,1981,153392115.2,Medium
Spirited,2022-11-18,7.0,Comedy,75000000.0,412519762.0,AU,2022,337519762.0,Medium
Honest Thief,2021-02-01,6.5,"Thriller, Action, Crime, Drama",30000000.0,32609631.0,AU,2021,2609631.0,Medium
The Sword in the Stone,1964-04-15,7.3,"Animation, Family",3000000.0,22182353.0,AU,1964,19182353.0,Medium
Insidious: Chapter 2,2013-10-31,6.7,"Horror, Thriller",5000000.0,161000000.0,AU,2013,156000000.0,Medium
Zombieland: Double Tap,2019-10-17,7.0,"Comedy, Horror",48000000.0,125213018.0,AU,2019,77213018.0,Medium
One Piece: Adventure of Nebulandia,2015-12-19,7.7,"Action, Animation, Adventure, Comedy, Fantasy",107600000.0,771238750.4,JP,2015,663638750.4,High
Grease,1978-07-07,7.4,"Romance, Comedy",6000000.0,387472317.0,US,1978,381472317.0,Medium
Gangs of Lagos,2023-04-07,5.0,Crime,107200000.0,954532207.0,US,2023,847332207.0,Low
House of Wax,2005-07-14,5.9,"Horror, Thriller",35000000.0,70064800.0,AU,2005,35064800.0,Low
House of Wax,2005-07-14,5.9,"Horror, Thriller",658000.0,23800000.0,AU,2005,23142000.0,Low
Terminator 3: Rise of the Machines,2003-07-17,6.1,"Action, Thriller, Science Fiction",170000000.0,433058296.0,AU,2003,263058296.0,Medium
Paradise Highway,2022-09-29,5.9,"Thriller, Crime, Drama",147200000.0,572346763.4,DE,2022,425146763.4,Low
Drive,2011-10-26,7.6,"Drama, Thriller, Crime",15000000.0,81357930.0,AU,2011,66357930.0,High
Oscar and the Lady in Pink,2009-12-09,6.5,Drama,95600000.0,305560367.8,FR,2009,209960367.8,Medium
Die Hard,1988-10-06,7.8,"Action, Thriller",28000000.0,139434346.0,AU,1988,111434346.0,High
Insidious: The Last Key,2018-01-05,6.2,"Horror, Mystery, Thriller",10000000.0,172811971.0,US,2018,162811971.0,Medium
Onward,2020-03-20,7.7,"Family, Animation, Adventure, Comedy, Fantasy, Action",200000000.0,133357601.0,AU,2020,-66642399.0,High
Pathaan,2023-01-25,6.7,"Action, Adventure, Thriller",63000000.0,112000000.0,IN,2023,49000000.0,Medium
The Host,2013-03-28,6.3,"Action, Adventure, Romance, Science Fiction, Thriller",50000000.0,64477051.0,AU,2013,14477051.0,Medium
Monkey King: Hero Is Back,2015-07-10,6.9,"Fantasy, Animation, Comedy",10000000.0,150000000.0,CN,2015,140000000.0,Medium
Van Helsing,2004-05-05,6.3,"Horror, Adventure, Action",170000000.0,300150546.0,AU,2004,130150546.0,Medium
Puss in Book: Trapped in an Epic Tale,2017-06-20,6.6,"Family, Fantasy, Animation, Comedy, Adventure",111000000.0,347509904.0,US,2017,236509904.0,Medium
That's My Boy,2012-06-14,5.8,"Comedy, Drama",70000000.0,58058367.0,AU,2012,-11941633.0,Low
The Imitation Game,2014-12-19,8.0,"History, Drama, Thriller, War",15000000.0,227328585.0,AU,2014,212328585.0,High
