movie_title,release_date,imdb_rating,genre,budget,revenue,country,release_year,profit,rating_category
Creed III,2023-03-02,7.3,"Drama, Action",75000000.0,271616668.0,AU,2023,196616668.0,Medium
The Super Mario Bros. Movie,2023-04-05,7.6,"Animation, Adventure, Family, Fantasy, Comedy",100000000.0,724459031.0,AU,2023,624459031.0,High
Mummies,2023-01-05,7.0,"Animation, Comedy, Family, Adventure, Fantasy",12300000.0,34200000.0,AU,2023,21900000.0,Medium
Supercell,2023-03-17,6.1,Action,77000000.0,340941958.6,US,2023,263941958.60000002,Medium
Cocaine Bear,2023-02-23,6.6,"Thriller, Comedy, Crime",35000000.0,80000000.0,AU,2023,45000000.0,Medium
John Wick: Chapter 4,2023-03-23,8.0,"Action, Thriller, Crime",100000000.0,351349364.0,AU,2023,251349364.0,High
Puss in Boots: The Last Wish,2022-12-26,8.3,"Animation, Family, Fantasy, Adventure, Comedy",90000000.0,483480577.0,AU,2022,393480577.0,High
Attack on Titan,2022-09-30,5.9,"Action, Science Fiction",71000000.0,254946484.2,US,2022,183946484.2,Low
The Park,2023-03-02,5.8,"Action, Drama, Horror, Science Fiction, Thriller",119200000.0,488962491.0,US,2023,369762491.0,Low
Winnie the Pooh: Blood and Honey,2023-02-14,5.8,"Horror, Thriller",100000.0,3200000.0,AU,2023,3100000.0,Low
The Exorcist,2022-11-02,5.5,Horror,12000000.0,428214478.0,MX,2022,416214478.0,Low
Murder Mystery 2,2023-03-31,6.5,"Comedy, Mystery, Action",43800000.0,489543087.4,AU,2023,445743087.4,Medium
Black Panther: Wakanda Forever,2022-11-10,7.3,"Action, Adventure, Science Fiction",250000000.0,854041058.0,AU,2022,604041058.0,Medium
The Pope's Exorcist,2023-04-06,7.2,"Horror, Mystery",92000000.0,462216471.8,AU,2023,370216471.8,Medium
Prizefighter: The Life of Jem Belcher,2022-07-22,6.2,"Drama, History",77600000.0,562112551.0,GB,2022,484512551.0,Medium
Knock at the Cabin,2023-02-02,6.4,"Thriller, Mystery, Horror, Fantasy",20000000.0,54629497.0,AU,2023,34629497.0,Medium
The Devil Conspiracy,2023-01-13,6.5,"Horror, Thriller",54060000.0,492646395.4,US,2023,438586395.4,Medium
Cazadora,2023-01-19,5.7,Thriller,110400000.0,318117812.6,CL,2023,207717812.60000002,Low
Gold Run,2022-12-15,6.5,"War, Action, Adventure, Thriller",123500000.0,420430064.8,NO,2022,296930064.8,Medium
The Magician's Elephant,2023-03-17,7.3,"Animation, Adventure, Family, Fantasy",82600000.0,473097256.6,AU,2023,390497256.6,Medium
Plane,2023-01-27,6.9,"Action, Adventure, Thriller",25000000.0,51000000.0,GB,2023,26000000.0,Medium
The Passion of the Christ,2004-02-25,7.4,Drama,25000000.0,622313635.0,AU,2004,597313635.0,Medium
Batman: The Doom That Came to Gotham,2023-03-28,6.4,"Animation, Fantasy, Horror, Action, Mystery",145760000.0,321934831.2,US,2023,176174831.2,Medium
Shazam! Fury of the Gods,2023-03-16,6.9,"Action, Comedy, Fantasy",125000000.0,132107025.0,AU,2023,7107025.0,Medium
Consecration,2023-02-10,6.5,"Horror, Thriller",54060000.0,492646395.4,US,2023,438586395.4,Medium
Shark Side of the Moon,2022-08-12,5.3,"Action, Science Fiction, Thriller, Horror",10000.0,17887093.8,US,2022,17877093.8,Low
Black Adam,2022-10-20,7.1,"Action, Adventure, Science Fiction, Fantasy",200000000.0,391261706.0,AU,2022,191261706.0,Medium
Money Shot: The Pornhub Story,2023-03-15,5.8,Documentary,68500000.0,280052393.0,US,2023,211552393.0,Low
M3GAN,2023-01-12,7.4,"Science Fiction, Horror, Comedy",12000000.0,167643991.0,AU,2023,155643991.0,Medium
Ant-Man and the Wasp: Quantumania,2023-02-16,6.3,"Science Fiction, Adventure, Action",200000000.0,466001332.0,AU,2023,266001332.0,Medium
Sayen,2023-03-03,6.2,"Thriller, Action",73800000.0,370426090.8,CL,2023,296626090.8,Medium
Die Hart,2023-02-24,6.2,"Action, Comedy, Thriller",113000000.0,369995579.2,US,2023,256995579.2,Medium
13 Exorcisms,2022-11-04,5.5,"Drama, Horror",2480000.0,1891519.0,ES,2022,-588481.0,Low
H.P. Lovecraft's Witch House,2022-06-29,6.0,Horror,146740000.0,301123555.2,US,2022,154383555.2,Low
John Wick: Chapter 2,2017-05-18,7.3,"Action, Thriller, Crime",40000000.0,171539887.0,AU,2017,131539887.0,Medium
Sick,2022-09-24,6.3,"Horror, Thriller",81800000.0,408307377.8,US,2022,326507377.8,Medium
Black Warrant,2023-03-01,5.4,"Action, Thriller",116000000.0,378399280.8,AU,2023,262399280.8,Low
Shotgun Wedding,2023-01-26,6.3,"Action, Comedy, Romance",16050000.0,4495365.0,AU,2023,-11554635.0,Medium
John Wick: Chapter 3 - Parabellum,2019-05-16,7.4,"Action, Thriller, Crime",55000000.0,326709727.0,AU,2019,271709727.0,Medium
Legion of Super-Heroes,2023-02-07,6.3,"Animation, Action, Science Fiction",113400000.0,778431865.2,US,2023,665031865.2,Medium
Fall,2022-09-22,7.3,"Thriller, Drama",3000000.0,16120263.0,AU,2022,13120263.0,Medium
Lord of the Streets,2022-04-22,5.2,Action,1000000.0,22790427.2,US,2022,21790427.2,Low
Little Dixie,2023-02-03,6.0,"Thriller, Action, Drama, Crime",141340000.0,748525217.4,US,2023,607185217.4,Low
The Whale,2023-02-02,8.1,Drama,3000000.0,36752010.0,AU,2023,33752010.0,High
Prey for the Devil,2022-10-28,7.1,"Horror, Thriller",27240305.0,37655699.0,US,2022,10415394.0,Medium
Bandit,2022-09-23,6.2,"Crime, Drama, Thriller",115000000.0,484414431.0,US,2022,369414431.0,Medium
Roald Dahl's Matilda the Musical,2022-12-08,6.8,"Family, Comedy, Fantasy",25000000.0,13276499.0,AU,2022,-11723501.0,Medium
The Simpsons Meet the Bocellis in Feliz Navidad,2022-12-15,5.2,"Animation, Family, Comedy",97200000.0,425726914.4,US,2022,328526914.4,Low
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2021-02-25,8.3,"Animation, Action, Adventure, Fantasy, Thriller",15800000.0,503063688.0,AU,2021,487263688.0,High
Huesera: The Bone Woman,2023-02-23,5.8,"Drama, Horror, Mystery",135000000.0,670271186.2,MX,2023,535271186.20000005,Low
The Last Heretic,2022-11-09,5.5,"Thriller, Horror",122400000.0,344127931.8,AR,2022,221727931.8,Low
JUNG_E,2023-01-20,6.3,"Science Fiction, Action, Adventure",66240000.0,580188584.0,KR,2023,513948584.0,Medium
A Man Called Otto,2023-01-01,7.9,"Comedy, Drama",50000000.0,108973274.0,AU,2023,58973274.0,High
Champions,2023-03-09,6.8,Comedy,51880004.0,9263009.0,AU,2023,-42616995.0,Medium
Dungeons & Dragons: Honor Among Thieves,2023-03-30,7.6,"Adventure, Fantasy, Comedy",150000000.0,158598670.0,AU,2023,8598670.0,High
Troll,2022-12-01,6.8,"Fantasy, Action, Adventure, Thriller",121400000.0,977795653.4,AU,2022,856395653.4,Medium
Sonic the Hedgehog 2,2022-03-31,7.6,"Action, Adventure, Family, Comedy",90000000.0,405421518.0,AU,2022,315421518.0,High
A Bronx Tale,1994-05-20,7.8,"Drama, Crime",10000000.0,17287898.0,AU,1994,7287898.0,High
Big Trip 2: Special Delivery,2023-01-19,6.5,"Animation, Family, Adventure, Comedy",95200000.0,416119951.4,AU,2023,320919951.4,Medium
Encanto at the Hollywood Bowl,2022-12-28,7.3,Music,127000000.0,533207056.8,US,2022,406207056.8,Medium
The Forbidden Legend: Sex & Chopsticks 2,2009-03-04,6.0,"Comedy, Drama, Romance",89600000.0,318375960.2,HK,2009,228775960.2,Low
On a Wing and a Prayer,2023-04-06,6.5,"Drama, Thriller",147400000.0,445526734.8,US,2023,298126734.8,Medium
Sniper: The White Raven,2022-08-24,7.6,"War, Drama",1000000.0,102414815.2,UA,2022,101414815.2,High
The Enforcer,2022-12-01,7.4,"Action, Crime, Drama, Thriller",1261569.0,102023958.0,AU,2022,100762389.0,Medium
Diabolik - Ginko Attacks,2022-11-17,5.7,"Crime, Action",21680000.0,1228459.0,IT,2022,-20451541.0,Low
Scream VI,2023-03-09,7.3,"Horror, Mystery, Thriller",35000000.0,167273149.0,AU,2023,132273149.0,Medium
Breaking,2022-08-26,6.7,"Crime, Drama, Thriller",72000000.0,318039059.2,US,2022,246039059.2,Medium
Tetris,2023-03-31,7.8,"Thriller, History, Drama",172000000.0,594334899.0,GB,2023,422334899.0,High
65,2023-03-09,6.3,"Thriller, Science Fiction, Action",45000000.0,56072012.0,AU,2023,11072012.0,Medium
Thor: Love and Thunder,2022-07-06,6.6,"Fantasy, Action, Comedy",250000000.0,760928081.0,AU,2022,510928081.0,Medium
Arctic Void,2022-01-14,4.7,"Science Fiction, Thriller",147200000.0,872776677.4,US,2022,725576677.4,Low
Terrifier 2,2022-10-28,6.9,Horror,250000.0,12964783.0,AU,2022,12714783.0,Medium
John Wick,2014-11-26,7.4,"Action, Thriller",30000000.0,75958800.0,AU,2014,45958800.0,Medium
R.I.P.D. 2: Rise of the Damned,2022-11-15,6.6,"Action, Comedy, Fantasy, Crime",52000000.0,539054106.6,US,2022,487054106.6,Medium
Dolphin Boy,2022-04-07,6.5,"Animation, Adventure, Fantasy, Comedy",115000000.0,489779661.0,RU,2022,374779661.0,Medium
Guillermo del Toro's Pinocchio,2022-11-24,8.2,"Animation, Fantasy, Drama, Music",35000000.0,81567666.2,AU,2022,46567666.2,High
A Frozen Rooster,2022-12-14,7.9,"Animation, Adventure, Comedy, Family",113880000.0,604874932.2,MX,2022,490994932.20000005,High
Dragon Ball Super: Super Hero,2022-08-18,7.9,"Animation, Science Fiction, Action",43602530.2,86562140.0,AU,2022,42959609.8,High
Nocebo,2022-11-04,6.3,"Mystery, Thriller, Horror",112000000.0,586323916.4,US,2022,474323916.4,Medium
Hex,2022-11-01,6.1,"Action, Horror, Thriller",117480000.0,457839055.6,US,2022,340359055.6,Medium
Medieval,2022-09-09,7.2,"Action, Drama, History",23000000.0,4311284.0,US,2022,-18688716.0,Medium
Barbie: Skipper and the Big Babysitting Adventure,2023-03-16,7.3,"Family, Animation",134400000.0,716009340.2,US,2023,581609340.2,Medium
Super Mario Bros.,1993-06-10,4.3,"Action, Adventure, Comedy, Family, Science Fiction",42000000.0,20844907.0,AU,1993,-21155093.0,Low
Transfusion,2023-01-05,6.4,"Crime, Thriller, Drama",104580000.0,260353036.4,AU,2023,155773036.4,Medium
Jurassic World Dominion,2022-06-09,6.9,"Adventure, Action, Science Fiction",165000000.0,1001978080.0,AU,2022,836978080.0,Medium
The Boss Baby: Christmas Bonus,2022-12-06,6.8,"Animation, Family, Adventure",51000000.0,455134472.8,US,2022,404134472.8,Medium
Shazam!,2019-04-04,7.0,"Action, Comedy, Fantasy",85000000.0,363563907.0,AU,2019,278563907.0,Medium
El último hombre sobre la Tierra,2022-12-22,6.5,Comedy,100000000.0,246367071.0,CO,2022,146367071.0,Medium
All Quiet on the Western Front,2022-10-13,7.8,"Drama, War, History",20000000.0,326479707.4,AU,2022,306479707.4,High
Violent Night,2022-12-01,7.6,"Action, Comedy, Crime, Thriller",20000000.0,76599607.0,AU,2022,56599607.0,High
Scream,2022-01-13,6.7,"Horror, Mystery, Thriller",24000000.0,138874789.0,AU,2022,114874789.0,Medium
Scream,2022-01-13,6.7,"Horror, Mystery, Thriller",15000000.0,173046640.0,AU,2022,158046640.0,Medium
Devotion,2023-01-20,7.4,"War, History, Drama",90000000.0,20000000.0,AU,2023,-70000000.0,Medium
The Woman King,2022-10-27,7.8,"Action, Drama, History",50000000.0,94374749.0,AU,2022,44374749.0,High
Evil Dead Rise,2023-04-20,7.4,"Horror, Thriller",132500000.0,469254456.2,AU,2023,336754456.2,Medium
Perfect Addiction,2023-02-16,6.7,"Drama, Romance, Action",79800000.0,387664307.6,DE,2023,307864307.6,Medium
Project Gemini,2022-01-06,5.8,"Science Fiction, Horror",134000000.0,308786595.8,RU,2022,174786595.8,Low
Doctor Strange in the Multiverse of Madness,2022-05-05,7.4,"Fantasy, Action, Adventure",200000000.0,952224986.0,AU,2022,752224986.0,Medium
There Are No Saints,2022-07-01,5.3,"Action, Mystery, Thriller",136400000.0,194565354.0,AU,2022,58165354.0,Low
Smile,2022-09-23,6.8,"Horror, Mystery, Thriller",17000000.0,216049734.0,AU,2022,199049734.0,Medium
¡Que Viva México!,2023-03-23,4.7,Comedy,100100000.0,947468745.8,MX,2023,847368745.8,Low
Detective Knight: Independence,2023-01-20,5.6,"Action, Crime, Thriller",134200000.0,772865923.6,US,2023,638665923.6,Low
Strange World,2022-11-24,6.5,"Animation, Family, Adventure, Science Fiction",135000000.0,69566884.0,AU,2022,-65433116.0,Medium
The Ten Commandments,1958-12-12,7.8,"Drama, History",13500000.0,85433929.0,AU,1958,71933929.0,High
The Ten Commandments,1958-12-12,7.8,"Drama, History",10000000.0,1051907.0,AU,1958,-8948093.0,High
Demon Slayer: Kimetsu no Yaiba Sibling's Bond,2019-03-29,8.0,"Action, Animation, Fantasy",129000000.0,645532173.4,JP,2019,516532173.4,High
Four's a Crowd,2022-10-28,6.3,Comedy,110000000.0,271669045.6,ES,2022,161669045.60000002,Medium
Minions: The Rise of Gru,2022-07-04,7.5,"Animation, Comedy, Family",80000000.0,939200081.0,AU,2022,859200081.0,Medium
Creed II,2018-12-06,7.0,Drama,50000000.0,213591522.0,AU,2018,163591522.0,Medium
Creed,2015-11-26,7.4,Drama,37000000.0,173567581.0,AU,2015,136567581.0,Medium
Beast,2022-08-25,6.8,"Thriller, Action, Horror, Adventure",36000000.0,59103794.0,AU,2022,23103794.0,Medium
My Name Is Vendetta,2022-11-30,6.8,"Action, Crime, Thriller",113000000.0,365992130.6,AU,2022,252992130.60000002,Medium
Wrath of Man,2021-04-29,7.7,"Action, Crime, Thriller",40000000.0,103913405.0,AU,2021,63913405.0,High
Jeepers Creepers: Reborn,2022-09-22,5.7,"Horror, Thriller, Mystery",5000000.0,5954938.0,AU,2022,954938.0,Low
Turning Red,2022-03-11,7.5,"Animation, Family, Comedy, Fantasy",175000000.0,10964971.0,AU,2022,-164035029.0,Medium
Encanto,2021-11-28,7.6,"Animation, Comedy, Family, Fantasy",150000000.0,231120602.0,AU,2021,81120602.0,High
Prancer: A Christmas Tale,2022-11-22,5.9,"Family, Fantasy",86800000.0,284184080.0,US,2022,197384080.0,Low
Magic Mike's Last Dance,2023-02-09,7.2,"Comedy, Drama, Romance",45000000.0,52000000.0,AU,2023,7000000.0,Medium
"Lyle, Lyle, Crocodile",2022-12-26,7.5,"Comedy, Family, Music",50000000.0,107644101.0,AU,2022,57644101.0,Medium
The Penitent Thief,2021-02-25,6.2,Drama,15160689.0,23800.0,AU,2021,-15136889.0,Medium
Hacksaw Ridge,2016-10-07,8.2,"Drama, History, War",40000000.0,169023926.0,AU,2016,129023926.0,High
Venus,2022-12-02,5.5,"Drama, Horror, Thriller",6000000.0,7818479.0,ES,2022,1818479.0,Low
The Offering,2022-09-23,5.7,Horror,103600000.0,134150172.6,US,2022,30550172.599999994,Low
Jujutsu Kaisen 0,2022-03-17,8.2,"Animation, Action, Fantasy",21835777.0,195870885.0,AU,2022,174035108.0,High
The Batman,2022-03-02,7.7,"Crime, Mystery, Thriller",200000000.0,766326717.0,AU,2022,566326717.0,High
Life in a Year,2020-11-27,8.3,"Drama, Romance",90000000.0,627851111.8,US,2020,537851111.8,High
Super Mario Brothers: Great Mission to Rescue Princess Peach,1986-07-20,6.0,"Animation, Comedy, Fantasy",151600000.0,675230189.0,JP,1986,523630189.0,Low
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-26,7.1,"Adventure, Family, Fantasy",180000000.0,745013115.0,AU,2005,565013115.0,Medium
The Exorcism of God,2022-07-01,7.2,Horror,1500000.0,123516163.2,AU,2022,122016163.2,Medium
Ghosts of the Ozarks,2022-02-04,6.3,"Western, Horror, Mystery",113000000.0,548624602.6,US,2022,435624602.6,Medium
Kompromat,2022-12-01,6.5,"Thriller, Drama",155140000.0,302915354.0,AU,2022,147775354.0,Medium
Matadero,2022-12-09,6.0,Drama,73800000.0,346352260.6,ES,2022,272552260.6,Low
Air,2023-04-05,7.9,Drama,28519270.6,5000000.0,AU,2023,-23519270.6,High
Disenchanted,2022-11-18,7.0,"Comedy, Family, Fantasy",142600000.0,524597714.8,AU,2022,381997714.8,Medium
Luck,2022-08-05,7.9,"Animation, Adventure, Comedy, Fantasy",147000000.0,721203091.4,AU,2022,574203091.4,High
Bullet Train,2022-08-04,7.5,"Action, Comedy, Thriller",85900000.0,238534963.0,AU,2022,152634963.0,Medium
Night at the Museum: Kahmunrah Rises Again,2022-12-09,6.9,"Animation, Comedy, Family, Fantasy",124400000.0,508761361.2,US,2022,384361361.2,Medium
Blade of the 47 Ronin,2022-10-25,6.7,"Action, Drama, Fantasy, Thriller",131000000.0,431341845.4,AU,2022,300341845.4,Medium
Sing 2,2021-12-26,8.0,"Animation, Family",85000000.0,404655351.0,AU,2021,319655351.0,High
Shark Bait,2022-06-06,5.9,"Horror, Thriller, Action, Adventure",106000000.0,591557010.2,GB,2022,485557010.20000005,Low
Shrek,2001-06-21,7.7,"Animation, Comedy, Fantasy, Adventure, Family",50000000.0,491812794.0,AU,2001,441812794.0,High
Orgasm Inc: The Story of OneTaste,2022-11-05,6.4,Documentary,77400000.0,431611098.0,US,2022,354211098.0,Medium
In His Shadow,2023-03-17,6.2,"Drama, Thriller, Crime",133000000.0,407446362.4,FR,2023,274446362.4,Medium
Savage Salvation,2022-12-02,6.6,Thriller,85645.0,244880855.2,US,2022,244795210.2,Medium
Sisu,2023-01-27,7.4,"War, Action",6200000.0,58748957.6,FI,2023,52548957.6,Medium
"Tango, Tequila and Some Lies",2023-03-09,7.7,"Comedy, Romance",105800000.0,667037174.8,MX,2023,561237174.8,High
Hotel Transylvania: Transformania,2022-01-14,7.1,"Animation, Comedy, Family, Fantasy, Adventure",116000000.0,557205138.2,AU,2022,441205138.20000005,Medium
Operation Fortune: Ruse de Guerre,2023-01-12,6.7,"Action, Thriller, Comedy",50000000.0,35800000.0,AU,2023,-14200000.0,Medium
Kids vs. Aliens,2023-01-20,6.0,"Science Fiction, Horror, Adventure, Action",143200000.0,514828593.6,US,2023,371628593.6,Low
Everything Everywhere All at Once,2022-04-14,7.9,"Action, Adventure, Science Fiction",25000000.0,114900000.0,AU,2022,89900000.0,High
Glass Onion: A Knives Out Mystery,2022-11-23,7.1,"Comedy, Crime, Mystery",40000000.0,13280000.0,AU,2022,-26720000.0,Medium
Suro,2022-12-02,7.3,"Thriller, Drama",80000000.0,522029092.4,ES,2022,442029092.4,Medium
The Lair,2022-08-25,5.9,"Horror, Action",118200000.0,307351568.6,GB,2022,189151568.60000002,Low
My Hero Academia: World Heroes' Mission,2021-10-28,7.6,"Animation, Action, Adventure, Science Fiction",27164600.0,38410729.0,AU,2021,11246129.0,High
Evil Eye,2022-09-22,6.8,Horror,1704500.0,223147806.6,MX,2022,221443306.6,Medium
Inspector Sun and the Curse of the Black Widow,2022-12-28,6.8,"Animation, Family",98140000.0,494358731.6,ES,2022,396218731.6,Medium
The Price We Pay,2023-01-13,6.0,"Action, Thriller, Mystery, Crime, Horror",126800000.0,985255868.8,US,2023,858455868.8,Low
Lupin The 3rd vs. Cat’s Eye,2023-01-27,6.0,"Animation, Action, Adventure, Comedy",89600000.0,367393887.6,AU,2023,277793887.6,Low
Murder Mystery,2019-05-25,6.3,"Comedy, Mystery",24000000.0,205809600.8,AU,2019,181809600.8,Medium
Luz Mala,2022-11-17,4.3,Horror,87600000.0,817860943.8,AR,2022,730260943.8,Low
Babylon,2023-01-19,7.5,"Drama, Comedy",110000000.0,63262638.0,AU,2023,-46737362.0,Medium
The Lost City,2022-03-30,6.6,"Action, Adventure, Comedy",74000000.0,182921990.0,AU,2022,108921990.0,Medium
The Lost City,2022-03-30,6.6,"Action, Adventure, Comedy",9600000.0,5256839.0,AU,2022,-4343161.0,Medium
Detective Knight: Rogue,2022-10-21,6.7,"Action, Crime, Thriller",50000000.0,725034225.6,US,2022,675034225.6,Medium
Cop Secret,2021-10-20,6.1,"Comedy, Action, Thriller",58100000.0,651717830.0,IS,2021,593617830.0,Medium
The Quintessential Quintuplets Movie,2022-12-01,8.4,"Animation, Comedy, Romance",2937023.8,17288993.0,AU,2022,14351969.2,High
Harry Potter and the Chamber of Secrets,2002-11-28,7.7,"Adventure, Fantasy",100000000.0,874954530.0,AU,2002,774954530.0,High
Kill Boksoon,2023-03-31,6.9,"Action, Thriller, Crime",119100000.0,763309047.0,KR,2023,644209047.0,Medium
Candy Land,2023-01-06,6.5,"Horror, Thriller",54060000.0,492646395.4,US,2023,438586395.4,Medium
Venom: Let There Be Carnage,2021-11-25,6.9,"Science Fiction, Action, Adventure",110000000.0,506863592.0,AU,2021,396863592.0,Medium
Harry Potter and the Philosopher's Stone,2001-11-29,7.9,"Adventure, Fantasy",125000000.0,976475550.0,AU,2001,851475550.0,High
On the Count of Three,2022-09-29,6.6,"Comedy, Drama",101600000.0,354385756.2,AU,2022,252785756.2,Medium
Uncharted,2022-02-17,7.0,"Action, Adventure",120000000.0,400689914.0,AU,2022,280689914.0,Medium
DC League of Super-Pets,2022-09-03,7.4,"Animation, Action, Family, Comedy, Science Fiction",90000000.0,203000000.0,AU,2022,113000000.0,Medium
Moonfall,2022-02-03,6.4,Science Fiction,150000000.0,59053195.0,AU,2022,-90946805.0,Medium
Athena,2022-09-23,6.7,Drama,75500000.0,509726081.0,FR,2022,434226081.0,Medium
Unicorn Wars,2022-10-21,6.4,"Action, Animation, Comedy, Fantasy, Horror, War",50610000.0,27833.0,ES,2022,-50582167.0,Medium
Teen Wolf: The Movie,2023-01-27,7.8,"Action, Fantasy, TV Movie",150400000.0,327346026.2,AU,2023,176946026.2,High
Fantastic Beasts: The Secrets of Dumbledore,2022-04-07,6.8,"Fantasy, Adventure, Family",200000000.0,404560145.0,AU,2022,204560145.0,Medium
Cars 3,2017-06-22,6.9,"Animation, Adventure, Comedy, Family",175000000.0,383541369.0,AU,2017,208541369.0,Medium
The Ledge,2022-02-18,6.6,"Thriller, Adventure",2500000.0,249984799.4,US,2022,247484799.4,Medium
The Big 4,2022-12-15,7.1,"Action, Comedy, Crime",98840000.0,339023160.4,ID,2022,240183160.39999998,Medium
Interstellar,2014-11-06,8.4,"Adventure, Drama, Science Fiction",165000000.0,648082655.0,AU,2014,483082655.0,High
Viking Wolf,2023-02-03,5.9,"Horror, Thriller, Mystery",139000000.0,405888913.2,AU,2023,266888913.2,Low
20th Century Girl,2022-10-06,8.3,"Romance, Drama",119.0,77132590.4,KR,2022,77132471.4,High
The Soccer Football Movie,2022-11-09,6.1,"Animation, Comedy, Family",79000000.0,798590398.8,US,2022,719590398.8,Medium
Boston Strangler,2023-03-17,6.7,"Thriller, Drama, Crime",117000000.0,521124690.4,AU,2023,404124690.4,Medium
Close,2023-02-16,7.8,Drama,26523270.6,3129968.0,AU,2023,-23393302.6,High
Coraline,2009-08-06,7.8,"Animation, Family, Fantasy",60000000.0,126037057.0,AU,2009,66037057.0,High
Luther: The Fallen Sun,2023-03-23,6.9,"Thriller, Crime, Action, Mystery",111400000.0,513441742.2,AU,2023,402041742.2,Medium
Harry Potter and the Goblet of Fire,2005-12-01,7.8,"Adventure, Fantasy, Family",150000000.0,886742787.0,AU,2005,736742787.0,High
Piggy,2022-10-14,6.6,"Thriller, Drama, Horror",2400000.0,380512.0,ES,2022,-2019488.0,Medium
Orphan: First Kill,2022-09-01,6.8,"Horror, Thriller",51489867.0,9572765.0,AU,2022,-41917102.0,Medium
Fullmetal Alchemist: The Final Alchemy,2022-06-24,6.3,"Action, Adventure, Fantasy",133200000.0,514445172.4,JP,2022,381245172.4,Medium
Malcriados,2023-02-15,7.8,Comedy,116600000.0,586907459.0,MX,2023,470307459.0,High
Polar,2022-10-26,6.6,"Action, Adventure, Thriller",118000000.0,325759805.4,ES,2022,207759805.39999998,Medium
Jesus,1979-10-19,8.3,"Drama, History",179800000.0,600820848.4,US,1979,421020848.4,High
Harry Potter and the Half-Blood Prince,2009-07-15,7.7,"Adventure, Fantasy",250000000.0,929411069.0,AU,2009,679411069.0,High
Legend of the Galactic Heroes: Die Neue These - Intrigue 1,2022-09-30,6.1,Animation,138000000.0,337725907.8,JP,2022,199725907.8,Medium
Noise,2023-03-17,4.9,"Drama, Thriller",147200000.0,1052163302.4,US,2023,904963302.4,Low
The Infernal Machine,2022-09-23,6.6,"Thriller, Mystery",88200000.0,367763875.4,US,2022,279563875.4,Medium
Abandoned,2022-06-17,6.3,"Horror, Mystery, Thriller",97760000.0,384573450.8,US,2022,286813450.8,Medium
The Ten Commandments: The Movie,2016-01-28,7.2,Drama,39307171.0,37070177.0,BR,2016,-2236994.0,Medium
The Avengers,2012-04-25,7.7,"Science Fiction, Action, Adventure",60000000.0,48585416.0,AU,2012,-11414584.0,High
Still Time,2022-10-22,6.5,"Romance, Comedy, Drama",138000000.0,405994737.6,IT,2022,267994737.60000002,Medium
Exodus: Gods and Kings,2014-12-11,5.8,"Adventure, Drama, Action",140000000.0,268314513.0,AU,2014,128314513.0,Low
Wolf Hound,2022-09-01,6.6,"War, Action",142000000.0,491960363.2,AU,2022,349960363.2,Medium
F9,2021-06-17,7.2,"Action, Adventure, Crime, Thriller",200000000.0,726229501.0,AU,2021,526229501.0,Medium
The Wolf of Wall Street,2014-01-22,8.0,"Crime, Drama, Comedy",100000000.0,389816136.0,AU,2014,289816136.0,High
Pinball: The Man Who Saved the Game,2023-03-17,7.8,"Comedy, Drama, History, Romance",146000000.0,469006626.2,US,2023,323006626.2,High
"Tad, the Lost Explorer and the Emerald Tablet",2022-12-08,7.6,"Animation, Adventure, Comedy, Family, Fantasy",119200000.0,379074781.8,AU,2022,259874781.8,High
Brothers,2010-03-18,7.3,"Drama, Thriller, War",26000000.0,45043870.0,AU,2010,19043870.0,Medium
Brothers,2010-03-18,7.3,"Drama, Thriller, War",13000000.0,17856688.0,AU,2010,4856688.0,Medium
Harry Potter and the Prisoner of Azkaban,2004-06-03,8.0,"Adventure, Fantasy",130000000.0,789592708.0,AU,2004,659592708.0,High
Out of the Blue,2022-10-20,4.6,"Thriller, Romance",4600000.0,731767.0,AU,2022,-3868233.0,Low
RRR,2022-03-25,7.8,"Action, Drama",69000000.0,160000000.0,AU,2022,91000000.0,High
Broker,2023-03-30,7.2,"Drama, Comedy",28648000.0,18632208.0,AU,2023,-10015792.0,Medium
The Black Phone,2022-06-30,7.8,"Horror, Thriller",17000000.0,161440742.0,AU,2022,144440742.0,High
Tom and Jerry Snowman's Land,2022-11-15,6.9,"Family, Comedy, Animation, Adventure",57440000.0,689333138.0,US,2022,631893138.0,Medium
MexZombies,2022-10-26,7.1,"Horror, Action, Comedy",74400000.0,486333316.0,US,2022,411933316.0,Medium
Harry Potter and the Order of the Phoenix,2007-07-11,7.7,"Adventure, Fantasy, Mystery",150000000.0,939619849.0,AU,2007,789619849.0,High
The Northman,2022-04-21,7.1,"Action, Adventure, Fantasy",70000000.0,69633110.0,AU,2022,-366890.0,Medium
I Believe,2017-11-07,7.0,"Family, Drama",127600000.0,683545513.4,US,2017,555945513.4,Medium
Blue's Big City Adventure,2022-11-18,7.4,"Family, Adventure, Music, Animation",132000000.0,352601141.6,AU,2022,220601141.60000002,Medium
After Ever Happy,2022-09-08,6.9,"Romance, Drama",24220050.0,12467270.0,AU,2022,-11752780.0,Medium
On the Line,2022-11-17,6.2,Thriller,10000000.0,16222303.0,AU,2022,6222303.0,Medium
Ben-Hur,1960-05-12,7.9,"Action, Drama, History",95000000.0,91669648.0,AU,1960,-3330352.0,High
